ensembl	gene_name	entrez	protein	busco
ENSG00000184708	EIF4ENIF1	56478.0	ENSP00000380659	87236at7742
ENSG00000288216	SLC5A11	115584.0	ENSP00000499965	132279at7742
ENSG00000088930	XRN2	22803.0	ENSP00000366396	57179at7742
ENSG00000152193	OBI1	79596.0	ENSP00000282003	176601at7742
ENSG00000185917	SETD4	54093.0	ENSP00000382163	193456at7742
ENSG00000125864	BFSP1	631.0	ENSP00000367104	227556at7742
ENSG00000134490	TMEM241	85019.0	ENSP00000372720	335517at7742
ENSG00000173638	SLC19A1	6573.0	ENSP00000457278	165456at7742
ENSG00000134759	ELP2	55250.0	ENSP00000350967	105001at7742
ENSG00000204977	TRIM13	10206.0	ENSP00000367425	216474at7742
ENSG00000136104	RNASEH2B	79621.0	ENSP00000496224	292437at7742
ENSG00000100304	TTLL12	23170.0	ENSP00000216129	117939at7742
ENSG00000160193	WDR4	10785.0	ENSP00000328671	211150at7742
ENSG00000291835	MYG1	60314.0	ENSP00000517432	271121at7742
ENSG00000197563	PIGN	23556.0	ENSP00000492233	70131at7742
ENSG00000291836	AAAS	8086.0	ENSP00000517437	217951at7742
ENSG00000154727	GABPA	2551.0	ENSP00000346886	192284at7742
ENSG00000185808	PIGP	51227.0	ENSP00000353719	411258at7742
ENSG00000101452	DHX35	60625.0	ENSP00000362422	90151at7742
ENSG00000150510	FAM124A	220108.0	ENSP00000280057	214140at7742
ENSG00000155304	HSPA13	6782.0	ENSP00000285667	191867at7742
ENSG00000183527	PSMG1	8624.0	ENSP00000329915	378519at7742
ENSG00000292244		55922.0	ENSP00000518188	88102at7742
ENSG00000182858	ALG12	79087.0	ENSP00000333813	171462at7742
ENSG00000080618	CPB2	1361.0	ENSP00000181383	187843at7742
ENSG00000075643	MOCOS	55034.0	ENSP00000261326	60330at7742
ENSG00000100360	IFT27	11020.0	ENSP00000343593	370331at7742
ENSG00000102452	NALCN	259232.0	ENSP00000251127	12613at7742
ENSG00000158480	SPATA2	9825.0	ENSP00000289431	169465at7742
ENSG00000138964	PARVG	64098.0	ENSP00000391583	279170at7742
ENSG00000149654	CDH22	64405.0	ENSP00000437790	102515at7742
ENSG00000151287	TEX30	93081.0	ENSP00000365200	398727at7742
ENSG00000284099	SQSTM1	8878.0	ENSP00000491834	252806at7742
ENSG00000270181	BIVM-ERCC5	100533467.0	ENSP00000491742	79715at7742
ENSG00000284501	MGAT4B	11282.0	ENSP00000491766	144812at7742
ENSG00000100124	ANKRD54	129138.0	ENSP00000215941	315842at7742
ENSG00000136146	MED4	29079.0	ENSP00000258648	358562at7742
ENSG00000139687	RB1	5925.0	ENSP00000497193	62307at7742
ENSG00000291964	CENPN	55839.0	ENSP00000517651	335620at7742
ENSG00000291953	ATMIN	23300.0	ENSP00000517627	202558at7742
ENSG00000160188	RSPH1	89765.0	ENSP00000291536	357356at7742
ENSG00000139826	ABHD13	84945.0	ENSP00000365063	255469at7742
ENSG00000139684	ESD	2098.0	ENSP00000367992	297599at7742
ENSG00000291930	NDUFB10	4716.0	ENSP00000517571	395831at7742
ENSG00000151413	NUBPL	80224.0	ENSP00000281081	333162at7742
ENSG00000100220	RTCB	51493.0	ENSP00000216038	145564at7742
ENSG00000291938	TBL3	10607.0	ENSP00000517587	81797at7742
ENSG00000292232	ZNF598	90850.0	ENSP00000518178	114216at7742
ENSG00000100104	SRRD	402055.0	ENSP00000215917	399601at7742
ENSG00000089101	CFAP61	26074.0	ENSP00000245957	35830at7742
ENSG00000100109	TFIP11	24144.0	ENSP00000480171	74327at7742
ENSG00000185915	KLHL34	257240.0	ENSP00000368813	131994at7742
ENSG00000166140	ZFYVE19	84936.0	ENSP00000456223	321295at7742
ENSG00000087301	TXNDC16	57544.0	ENSP00000281741	192715at7742
ENSG00000101670	LIPG	9388.0	ENSP00000261292	197420at7742
ENSG00000091482	SMPX	23676.0	ENSP00000368808	434790at7742
ENSG00000291973	RPN2	6185.0	ENSP00000517676	172339at7742
ENSG00000291969	MANBAL	63905.0	ENSP00000517662	436981at7742
ENSG00000141627	DYM	54808.0	ENSP00000501694	112966at7742
ENSG00000187045	TMPRSS6	164656.0	ENSP00000334962	124775at7742
ENSG00000104044	OCA2	4948.0	ENSP00000261276	104543at7742
ENSG00000178235	SLITRK1	114798.0	ENSP00000366288	94127at7742
ENSG00000132965	ALOX5AP	241.0	ENSP00000369858	396665at7742
ENSG00000178473	UCN3	114131.0	ENSP00000369798	431867at7742
ENSG00000032742	IFT88	8100.0	ENSP00000261632	79344at7742
ENSG00000180998	GPR137C	283554.0	ENSP00000315106	330348at7742
ENSG00000126773	PCNX4	64430.0	ENSP00000384801	58913at7742
ENSG00000125247	TMTC4	84899.0	ENSP00000365408	94359at7742
ENSG00000100024	UPB1	51733.0	ENSP00000324343	208627at7742
ENSG00000151657	KIN	22944.0	ENSP00000368881	252714at7742
ENSG00000198252	STYX	6815.0	ENSP00000403214	336001at7742
ENSG00000152464	RPP38	10557.0	ENSP00000367445	377177at7742
ENSG00000284282	POLR3E	55718.0	ENSP00000492263	101941at7742
ENSG00000284161	EEF2K	29904.0	ENSP00000492375	83010at7742
ENSG00000123243	ITIH5	80760.0	ENSP00000380333	87513at7742
ENSG00000120158	RCL1	10171.0	ENSP00000371169	365136at7742
ENSG00000284548	METTL9	51108.0	ENSP00000492407	289044at7742
ENSG00000036473	OTC	5009.0	ENSP00000039007	261213at7742
ENSG00000126790	L3HYPDH	112849.0	ENSP00000247194	368105at7742
ENSG00000183354	KIAA2026	158358.0	ENSP00000382815	15711at7742
ENSG00000147874	HAUS6	54801.0	ENSP00000369871	121053at7742
ENSG00000107611	CUBN	8029.0	ENSP00000367064	1566at7742
ENSG00000102763	VWA8	23078.0	ENSP00000368612	11195at7742
ENSG00000100612	DHRS7	51635.0	ENSP00000216500	252200at7742
ENSG00000107614	TRDMT1	1787.0	ENSP00000367030	252307at7742
ENSG00000213995	NAXD	55739.0	ENSP00000505619	327369at7742
ENSG00000148481	MINDY3	80013.0	ENSP00000277632	172376at7742
ENSG00000104714	ERICH1	157697.0	ENSP00000262109	412581at7742
ENSG00000155975	VPS37A	137492.0	ENSP00000318629	254518at7742
ENSG00000137074	APTX	54840.0	ENSP00000369153	264056at7742
ENSG00000165309	ARMC3	219681.0	ENSP00000298032	77680at7742
ENSG00000020426	MNAT1	4331.0	ENSP00000261245	322275at7742
ENSG00000267909	CCDC177	56936.0	ENSP00000469474	330757at7742
ENSG00000160226	CFAP410	755.0	ENSP00000344566	381867at7742
ENSG00000119599	DCAF4	26094.0	ENSP00000351147	290906at7742
ENSG00000150456	EEF1AKMT1	221143.0	ENSP00000372206	387408at7742
ENSG00000292301	ERI1	90459.0	ENSP00000518539	261072at7742
ENSG00000285022	MFHAS1	9258.0	ENSP00000493730	43285at7742
ENSG00000292308	PRAG1	157285.0	ENSP00000518548	166801at7742
ENSG00000050130	JKAMP	51528.0	ENSP00000479775	284527at7742
ENSG00000285397	FAM86B2	128966622.0	ENSP00000494637	264816at7742
ENSG00000285360	LONRF1	91694.0	ENSP00000495374	164526at7742
ENSG00000284980	AGPAT5	55326.0	ENSP00000495562	242072at7742
ENSG00000186866	POFUT2	23275.0	ENSP00000329682	207782at7742
ENSG00000137776	SLTM	79811.0	ENSP00000369887	143864at7742
ENSG00000086102	NFX1	4799.0	ENSP00000368856	59241at7742
ENSG00000102218	RP2	6102.0	ENSP00000218340	225646at7742
ENSG00000012174	MBTPS2	51360.0	ENSP00000368798	173248at7742
ENSG00000101361	NOP56	10528.0	ENSP00000370589	205393at7742
ENSG00000275565	ALOX5	240.0	ENSP00000484468	88027at7742
ENSG00000189306	RRP7A	27341.0	ENSP00000321449	340002at7742
ENSG00000175985	PLEKHD1	400224.0	ENSP00000317175	250963at7742
ENSG00000100246	DNAL4	10126.0	ENSP00000216068	416142at7742
ENSG00000276130	SLC22A18	5002.0	ENSP00000482330	291774at7742
ENSG00000172671	ZFAND4	93550.0	ENSP00000339484	141334at7742
ENSG00000165898	ISCA2	122961.0	ENSP00000452007	385022at7742
ENSG00000100324	TAB1	10454.0	ENSP00000216160	172713at7742
ENSG00000122033	MTIF3	219402.0	ENSP00000370508	305344at7742
ENSG00000137880	GCHFR	2644.0	ENSP00000260447	430734at7742
ENSG00000125245	GPR18	2841.0	ENSP00000380610	342286at7742
ENSG00000102524	TNFSF13B	10673.0	ENSP00000389540	337042at7742
ENSG00000187051	RPS19BP1	91582.0	ENSP00000333948	422450at7742
ENSG00000273831	LRRC56	115399.0	ENSP00000477831	347981at7742
ENSG00000274780	PHRF1	57661.0	ENSP00000483129	91290at7742
ENSG00000168267	PTF1A	256297.0	ENSP00000365687	376479at7742
ENSG00000276561	IRF7	3665.0	ENSP00000488666	379901at7742
ENSG00000282367	PTDSS2	81490.0	ENSP00000488064	160476at7742
ENSG00000151835	SACS	26278.0	ENSP00000385844	903at7742
ENSG00000136770	DNAJC1	64215.0	ENSP00000366179	214136at7742
ENSG00000053770	AP5M1	55745.0	ENSP00000261558	194403at7742
ENSG00000102805	CLN5	1203.0	ENSP00000490181	258712at7742
ENSG00000124479	NDP	4693.0	ENSP00000495972	398881at7742
ENSG00000253309	SERPINE3	647174.0	ENSP00000430755	266951at7742
ENSG00000174227	PIGG	54872.0	ENSP00000311750	79920at7742
ENSG00000160282	FTCD	10841.0	ENSP00000291670	159879at7742
ENSG00000159267	HLCS	3141.0	ENSP00000502087	134368at7742
ENSG00000262145	ATP23	91419.0	ENSP00000460944	357862at7742
ENSG00000164808	SPIDR	23514.0	ENSP00000297423	129939at7742
ENSG00000100416	TRMU	55687.0	ENSP00000496496	223515at7742
ENSG00000183324	REC114	283677.0	ENSP00000328423	376038at7742
ENSG00000136114	THSD1	55901.0	ENSP00000258613	61105at7742
ENSG00000136100	VPS36	51028.0	ENSP00000484968	273993at7742
ENSG00000173198	CYSLTR1	10800.0	ENSP00000362401	257379at7742
ENSG00000182220	ATP6AP2	10159.0	ENSP00000490083	311983at7742
ENSG00000137054	POLR1E	64425.0	ENSP00000367029	318704at7742
ENSG00000139977	NAA30	122830.0	ENSP00000452521	270710at7742
ENSG00000169018	FEM1B	10116.0	ENSP00000307298	128299at7742
ENSG00000239857	GET4	51608.0	ENSP00000265857	325335at7742
ENSG00000165416	SUGT1	10910.0	ENSP00000308067	255423at7742
ENSG00000135052	GOLM1	51280.0	ENSP00000373364	330809at7742
ENSG00000275035	CCDC92	80212.0	ENSP00000488830	284145at7742
ENSG00000164880	INTS1	26173.0	ENSP00000385722	10003at7742
ENSG00000186184	POLR1D	51082.0	ENSP00000302478	410670at7742
ENSG00000155275	TRMT44	152992.0	ENSP00000374387	187791at7742
ENSG00000124145	SDC4	6385.0	ENSP00000361818	421821at7742
ENSG00000174405	LIG4	3981.0	ENSP00000484288	73229at7742
ENSG00000125246	CLYBL	171425.0	ENSP00000365533	253661at7742
ENSG00000131634	TMEM204	79652.0	ENSP00000253934	386476at7742
ENSG00000198542	ITGBL1	9358.0	ENSP00000365351	169126at7742
ENSG00000254995	STX16-NPEPL1		ENSP00000457522	338803at7742
ENSG00000168096	ANKS3	124401.0	ENSP00000304586	129880at7742
ENSG00000215440	NPEPL1	124904942.0	ENSP00000434810	148962at7742
ENSG00000164654	MIOS	54468.0	ENSP00000339881	51066at7742
ENSG00000134444	RELCH	57614.0	ENSP00000494314	40843at7742
ENSG00000142197	DOP1B	9980.0	ENSP00000509598	8503at7742
ENSG00000101158	NELFCD	51497.0	ENSP00000473290	130375at7742
ENSG00000152990	ADGRA3	166647.0	ENSP00000334952	29337at7742
ENSG00000135040	NAA35	60560.0	ENSP00000354972	87012at7742
ENSG00000112699	GMDS	2762.0	ENSP00000436726	230622at7742
ENSG00000124275	MTRR	4552.0	ENSP00000264668	93020at7742
ENSG00000109680	TBC1D19	55296.0	ENSP00000264866	160383at7742
ENSG00000112685	EXOC2	55770.0	ENSP00000230449	60569at7742
ENSG00000100410	PHF5A	84844.0	ENSP00000216252	418711at7742
ENSG00000060339	CCAR1	55749.0	ENSP00000265872	76384at7742
ENSG00000100413	POLR3H	171568.0	ENSP00000347345	361802at7742
ENSG00000276776	TC2N	123036.0	ENSP00000483305	241207at7742
ENSG00000197296	FITM2	128486.0	ENSP00000380037	319099at7742
ENSG00000124120	TTPAL	79183.0	ENSP00000262605	273166at7742
ENSG00000124802	EEF1E1	9521.0	ENSP00000369038	388671at7742
ENSG00000140632	GLYR1	84656.0	ENSP00000466570	161077at7742
ENSG00000167088	SNRPD1	6632.0	ENSP00000300413	424377at7742
ENSG00000188428	BLOC1S5	63915.0	ENSP00000380598	419163at7742
ENSG00000113569	NUP155	9631.0	ENSP00000231498	23173at7742
ENSG00000196419	XRCC6	2547.0	ENSP00000403679	160732at7742
ENSG00000119537	KDSR	2531.0	ENSP00000494352	258997at7742
ENSG00000087302	RTRAF	51637.0	ENSP00000261700	331632at7742
ENSG00000165097	KDM1B	221656.0	ENSP00000499208	126306at7742
ENSG00000151320	AKAP6	9472.0	ENSP00000280979	45247at7742
ENSG00000101052	IFT52	51098.0	ENSP00000362121	199553at7742
ENSG00000273533	FAM181A	90050.0	ENSP00000478207	393010at7742
ENSG00000239264	TXNDC5	81567.0	ENSP00000420784	283441at7742
ENSG00000101057	MYBL2	4605.0	ENSP00000380072	137301at7742
ENSG00000276781	CHGA	1113.0	ENSP00000478198	343527at7742
ENSG00000273761	DDX24	57062.0	ENSP00000482106	174474at7742
ENSG00000100629	CEP128	145508.0	ENSP00000451162	72648at7742
ENSG00000136891	TEX10	54881.0	ENSP00000364037	81484at7742
ENSG00000124787	RPP40	10799.0	ENSP00000369391	246301at7742
ENSG00000165480	SKA3	221150.0	ENSP00000382896	330064at7742
ENSG00000173141	MRPL57	78988.0	ENSP00000310726	435000at7742
ENSG00000165259	HDX	139324.0	ENSP00000297977	170533at7742
ENSG00000165487	MICU2	221154.0	ENSP00000371811	202013at7742
ENSG00000106399	RPA3	6119.0	ENSP00000223129	418226at7742
ENSG00000165030	NFIL3	4783.0	ENSP00000297689	226375at7742
ENSG00000119720	NRDE2	55051.0	ENSP00000346335	55780at7742
ENSG00000120697	ALG5	29880.0	ENSP00000239891	280016at7742
ENSG00000276856	TUBGCP5	114791.0	ENSP00000487481	49776at7742
ENSG00000242802	AP5Z1	9907.0	ENSP00000497815	94269at7742
ENSG00000120699	EXOSC8	11340.0	ENSP00000509000	315366at7742
ENSG00000101654	RNMT	8731.0	ENSP00000446426	283449at7742
ENSG00000080823	MOK	5891.0	ENSP00000429469	266944at7742
ENSG00000164751	PEX2	5828.0	ENSP00000349543	332227at7742
ENSG00000095951	HIVEP1	3096.0	ENSP00000368698	22187at7742
ENSG00000160294	MCM3AP	8888.0	ENSP00000291688	16347at7742
ENSG00000189227	C15orf61	145853.0	ENSP00000342254	414796at7742
ENSG00000152954	NRSN1	140767.0	ENSP00000367752	382095at7742
ENSG00000179630	LACC1	144811.0	ENSP00000391747	197276at7742
ENSG00000137764	MAP2K5	5607.0	ENSP00000178640	232256at7742
ENSG00000182362	YBEY	54059.0	ENSP00000380813	400196at7742
ENSG00000177058	SLC38A9	153129.0	ENSP00000380074	147171at7742
ENSG00000169019	COMMD8	54951.0	ENSP00000370984	398354at7742
ENSG00000196663	TECPR2	9895.0	ENSP00000352510	23531at7742
ENSG00000101199	ARFGAP1	55738.0	ENSP00000359306	213350at7742
ENSG00000109171	SLAIN2	57606.0	ENSP00000264313	211328at7742
ENSG00000076641	PAG1	55824.0	ENSP00000220597	338146at7742
ENSG00000150403	TMCO3	55002.0	ENSP00000389399	152476at7742
ENSG00000100084	HIRA	7290.0	ENSP00000345350	44698at7742
ENSG00000165733	BMS1	9790.0	ENSP00000363642	45658at7742
ENSG00000123200	ZC3H13	23091.0	ENSP00000282007	104785at7742
ENSG00000145996	CDKAL1	54901.0	ENSP00000367873	157016at7742
ENSG00000132953	XPO4	64328.0	ENSP00000255305	35547at7742
ENSG00000276787	FAN1	22909.0	ENSP00000484956	143698at7742
ENSG00000277614	SCG5	6447.0	ENSP00000482615	367391at7742
ENSG00000277086	MTMR10	54893.0	ENSP00000484437	92374at7742
ENSG00000047621	C12orf4	57102.0	ENSP00000261250	156291at7742
ENSG00000070010	UFD1	7353.0	ENSP00000263202	281526at7742
ENSG00000005810	MYCBP2	23077.0	ENSP00000507196	817at7742
ENSG00000148572	NRBF2	29982.0	ENSP00000277746	325026at7742
ENSG00000125863	MKKS	8195.0	ENSP00000246062	131719at7742
ENSG00000151876	FBXO4	26272.0	ENSP00000281623	214858at7742
ENSG00000093009	CDC45	8318.0	ENSP00000405726	160674at7742
ENSG00000197991		64881.0	ENSP00000386653	63922at7742
ENSG00000088356	PDRG1	81572.0	ENSP00000202017	418749at7742
ENSG00000101843	PSMD10	5716.0	ENSP00000217958	390335at7742
ENSG00000292378	CMTR2	55783.0	ENSP00000518717	175036at7742
ENSG00000140474	ULK3	25989.0	ENSP00000400312	201616at7742
ENSG00000066455	GOLGA5	9950.0	ENSP00000163416	173114at7742
ENSG00000278494	RRN3	54700.0	ENSP00000480743	119796at7742
ENSG00000070269	TMEM260	54916.0	ENSP00000261556	106423at7742
ENSG00000112996	MRPS30	10884.0	ENSP00000424328	183995at7742
ENSG00000276914	CEP20	123811.0	ENSP00000481290	385398at7742
ENSG00000275779	NTAN1	123803.0	ENSP00000484380	281159at7742
ENSG00000278823	BMERB1	127898555.0	ENSP00000483858	384788at7742
ENSG00000149636	DSN1	79980.0	ENSP00000362845	292556at7742
ENSG00000153339	TRAPPC8	22878.0	ENSP00000283351	21281at7742
ENSG00000277140	MARF1	9665.0	ENSP00000479383	45908at7742
ENSG00000159147	DONSON	29980.0	ENSP00000304716	209187at7742
ENSG00000185838	GNB1L	54584.0	ENSP00000331313	385085at7742
ENSG00000130584	ZBTB46	140685.0	ENSP00000245663	114459at7742
ENSG00000197818	SLC9A8	23315.0	ENSP00000354966	168479at7742
ENSG00000136925	TSTD2	158427.0	ENSP00000342499	241220at7742
ENSG00000166035	LIPC	3990.0	ENSP00000348425	207031at7742
ENSG00000184344	GDF3	9573.0	ENSP00000331745	291702at7742
ENSG00000278760	CORO7-PAM16	100529144.0	ENSP00000480927	95435at7742
ENSG00000187566	NHLRC1	378884.0	ENSP00000345464	236417at7742
ENSG00000132963	POMP	51371.0	ENSP00000370222	405526at7742
ENSG00000157538	VPS26C	10311.0	ENSP00000311399	280649at7742
ENSG00000134900	TPP2	7174.0	ENSP00000365220	26536at7742
ENSG00000124615	MOCS1	4337.0	ENSP00000362291	85740at7742
ENSG00000081014	AP4E1	23431.0	ENSP00000261842	77080at7742
ENSG00000125877	ITPA	3704.0	ENSP00000369456	355478at7742
ENSG00000179542	SLITRK4	139065.0	ENSP00000336627	75578at7742
ENSG00000102241	HTATSF1	27336.0	ENSP00000218364	163696at7742
ENSG00000139496	NUP58	9818.0	ENSP00000512030	289598at7742
ENSG00000071189	SNX13	23161.0	ENSP00000398789	64473at7742
ENSG00000198301	SDAD1	55153.0	ENSP00000348596	141965at7742
ENSG00000124784	RIOK1	83732.0	ENSP00000369162	199780at7742
ENSG00000088325	TPX2	22974.0	ENSP00000341145	106943at7742
ENSG00000148331	ASB6	140459.0	ENSP00000277458	225148at7742
ENSG00000277033	B3GNTL1	128966610.0	ENSP00000480784	266826at7742
ENSG00000073150	PANX2	56666.0	ENSP00000159647	132656at7742
ENSG00000100865	CINP	51550.0	ENSP00000453839	371207at7742
ENSG00000150459	SAP18	10284.0	ENSP00000371973	397274at7742
ENSG00000184675	AMER1	139285.0	ENSP00000364003	64860at7742
ENSG00000276021	WDR81	124997.0	ENSP00000488468	8409at7742
ENSG00000274145	RILP	83547.0	ENSP00000481849	334896at7742
ENSG00000274442	PRPF8	10594.0	ENSP00000479194	4577at7742
ENSG00000128159	TUBGCP6	85378.0	ENSP00000248846	18037at7742
ENSG00000088970	KIZ	55857.0	ENSP00000479542	200053at7742
ENSG00000010404	IDS	3423.0	ENSP00000339801	163908at7742
ENSG00000146085	MMUT	4594.0	ENSP00000274813	91759at7742
ENSG00000156928	MALSU1	115416.0	ENSP00000419370	409719at7742
ENSG00000138587	MNS1	55329.0	ENSP00000260453	350246at7742
ENSG00000042088	TDP1	55775.0	ENSP00000377098	137723at7742
ENSG00000277111	PLEKHM1	9842.0	ENSP00000479066	171211at7742
ENSG00000156958	GALK2	2585.0	ENSP00000316632	221671at7742
ENSG00000136824	SMC2	10592.0	ENSP00000363925	47838at7742
ENSG00000125871	MGME1	92667.0	ENSP00000366939	272582at7742
ENSG00000105866	SP4	6671.0	ENSP00000222584	321778at7742
ENSG00000125869	LAMP5	24141.0	ENSP00000406360	320379at7742
ENSG00000112130	RNF8	9025.0	ENSP00000362578	240065at7742
ENSG00000105855	ITGB8	3696.0	ENSP00000441561	100494at7742
ENSG00000035681	NSMAF	8439.0	ENSP00000038176	55268at7742
ENSG00000189308	LIN54	132660.0	ENSP00000341947	121505at7742
ENSG00000157303	SUSD3	203328.0	ENSP00000364621	290261at7742
ENSG00000172244	C5orf34	375444.0	ENSP00000303490	215440at7742
ENSG00000185722	ANKFY1	51479.0	ENSP00000343362	38882at7742
